🇨🇳港澳台一,#genre#
‍‍​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌‌‌​‌‍​‌​‍‍‍‌‌​‌‍‍‍‍​‍‍‍‍‌​‌​‍‍‍‌‌​‍‍‍‍‌​‍‍‌‌‌‌‍‍‌‌‌‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌​​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌‌‌​‌‍​‌​‍‍‍‌‌​‌‍‍‍‍​‍‍‍‍‌​‌​‍‍‍‌‌​‍‍‍‍‌​‍‍‌‌‌‌‍‍‌‌‌‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌‌‌​‌‍​‌​‍‍‍‌‌​‌‍‍‍‍​‍‍‍‍‌​‌​‍‍‍‌‌​‍‍‍‍‌​‍‍‌‌‌‌‍‍‌‌‌‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌‌‌​‌‍​‌​‍‍‍‌‌​‌‍‍‍‍​‍‍‍‍‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌‌‌​‌‍​‌​‍‍‍‌‌​‌‍‍‍‍​‍‍‍‍‌​‌​‍‍‍‌‌​‍‍‍‍‌​‍‍‌‌‌‌‍‍‌‌‌‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​‍‍‌‌‌​‌‍​‍‌‌‌‌​‌‌‌‍‍​‌‍​‌‍​‌‍​‌​‌‌‌‍‍​‍‌‍‌​‍‍‌‌‌​‍‌‌‌​‍‍‌‌‌​‌‍​‌​‍‍‍‌‌​‌‍‍‍‍​‍‍‍‍‌​‌​‍‍‍‌‌​‍‍‍‍‌​‍‍‌‌‌‌‍‍‌‌‌‌​‍‌‌‌​‌‌‌‌‌​‍‌‌‌​‌‌‍‌​‍‍‍‍‌​‍‍‍‍‍​‍‍‍‍‌​‌‌‌‌‌​‌‌‌‌‍​‌‌‍‍‍​‍‍‍‍‍​新视觉,P2p://generationnexxxt.com:19806/d75057c993f84e7c86f94e8f1e56ad24
新视觉,P2p://generationnexxxt.com:19806/387fd2fee8ce4ced972cd7be0f1fc77a
博斯网球台,P2p://generationnexxxt.com:19806/7fb5b66ce38747de84be865952153959
博斯高球,P2p://generationnexxxt.com:19806/6ff0b79453d2430986930b7c84a286df
600TV,P2p://generationnexxxt.com:19806/64c36a1900089f29fd2b824d6b4b65c1
CGNTV1,http://live.cgtn.com/1000/prog_index.m3u8
CGNTV2,http://livear.cgtn.com/1000a/prog_index.m3u8
CGNTV,http://livees.cgtn.com/1000e/prog_index.m3u8
CGNTV3,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGNTV4,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGNTV5,http://live.cgtn.com/1000/prog_index.m3u8
CGNTV6,http://livear.cgtn.com/1000a/prog_index.m3u8
CGNTV7,http://livees.cgtn.com/1000e/prog_index.m3u8
CGNTV8,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGNTV9,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGNTV10,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGNTV11,https://livedoc.cgtn.com/500d/prog_index.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8 
澳门Macau,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳亚卫视,p3p://108.181.20.159:05326/64c262e100006db428882ef8137c12c4
澳门Macau,p3p://108.181.20.159:05326/64c2611000018873288116d70e04175d
澳门澳视,p3p://108.181.20.159:05326/644ed5a00003da2f652a717f77c821b8
澳门资讯,p3p://108.181.20.159:05326/644ed21e000dd9a7651cc03a565575f7
澳门莲花,p3p://108.181.20.159:05326/60b977ed000ba538c36458471a9d6772
澳门莲花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
澳门莲花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
澳门莲花,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndcbvdbneyjhxchjjhbnjjhjejjmlh.flv
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳门莲花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门Macau,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳视澳門,https://tdm.yeslivetv.com/ch1/ch1.live/playlist.m3u8
澳视澳門,https://tdm.yeslivetv.com/ch1/ch1.live/chunklist_w172688016.m3u8
澳门资讯,https://tdm.yeslivetv.com/ch5/info_ch5.live/chunklist_w642556008.m3u8
澳门Macau,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳门莲花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
大爱,mitv://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
原住民电视台,mitv://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
探索频道,mitv://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb
TLC旅游生活,mitv://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
动物星球,mitv://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
CGTN Europe,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTN Europe,https://live.cgtn.com/1000/prog_index.m3u8
澳視澳門,https://tdm.yeslivetv.com/ch1/ch1.live/playlist.m3u8
澳視澳門,https://tdm.yeslivetv.com/ch1/ch1.live/chunklist_w172688016.m3u8
澳门资讯,https://tdm.yeslivetv.com/ch5/info_ch5.live/chunklist_w642556008.m3u8
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8 
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8 
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳门賽馬,https://live.mastvnet.com/lsdream/zT65oep/1500/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门莲花,http://moss.hk3.345888.xyz.cdn.cloudflare.net/11/lotus.php 
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8 
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0 
澳门Macau,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
亞太第一衛視綜合,http://play2.one-tv.com/live/onetv.m3u8
欧洲华文1套,http://vvlive.eztv.vip/hwstnew/hwstnew.m3u8?auth_key=1710810797-0-0-e8083062bda511b313d1bad1b2703416
欧洲华文2套,http://vvlive.eztv.vip/hwetnew/hwetnew.m3u8?auth_key=1710810771-0-0-c5ce71079eaa4d245127b05375ae371f
AXN,mitv://generationnexxxt.com:19806/893f7dec641a42458f47ccfbd93525ba
好莱坞电影台,mitv://generationnexxxt.com:19806/9862f4958472458ca2ebc718bb92a5c6
CINEMAX,mitv://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
黄金翡翠台,mitv://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12
黄金翡翠台,mitv://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12
18台,mitv://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
18台,mitv://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
HKC 18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
戏曲台,http://113.110.72.121:808/hls/22/index.m3u8
戏曲台,mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
HKC 18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
戏曲台,mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
镜新闻,http://livetv.skycf.eu.org:80/live.m3u8?c=10
镜新闻,mitv://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
镜新闻,mitv://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
镜新闻,http://livetv.skycf.eu.org/live.m3u8?c=10
三洋,http://livetv.skycf.eu.org/live.m3u8?c=12
Smart知识,mitv://generationnexxxt.com:19806/65939c760002de7398de3a2e3f1b051b
美食星球,mitv://generationnexxxt.com:19806/1baaeb6967434fee9bf4412904e573b0
亚洲美食频道,mitv://generationnexxxt.com:19806/5b787bd078c84a3caa09c3665c66dc50
亚洲旅游,mitv://generationnexxxt.com:19806/259c24cb79ce4b5db1fb1e1b894c517e
EYE TV旅游,mitv://generationnexxxt.com:19806/2d426994acef44deb401aa8a4cd5a92e
TLC旅游生活,mitv://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
EYE TV戏剧,mitv://generationnexxxt.com:19806/2831986ed4b448c9b626788fbd3f2f89
JET综合,mitv://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
高点综合,mitv://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
高点综合,mitv://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,mitv://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
年代新闻,mitv://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
JET综合台,mitv://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
STAR World,mitv://generationnexxxt.com:19806/e60c9c99922d4fed8cfb3a8333f2d360
Z频道,mitv://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
Animax,mitv://generationnexxxt.com:19806/22f75ace87a545aab39a2e4cd244bbad
尼克儿童频道,mitv://generationnexxxt.com:19806/879f28be19bc47df84ad3d5470be58d0
WARNER TV,mitv://generationnexxxt.com:19806/cd2062a6c5a94d548f3516d96e23deec
Star Movies HD,mitv://generationnexxxt.com:19806/cdbfcfca93f846c7bcc30d0fd108923f
AMC最爱电影,mitv://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc
HBO Family,mitv://generationnexxxt.com:19806/8a0208ebdfa04b5eab112f0c8b01719c
CatchPlay电影台,mitv://generationnexxxt.com:19806/2dccaec60f0e418d82d2d0bb09f0c4a8
智林体育台,mitv://generationnexxxt.com:19806/931c171e2f774f7aa1a92e97f5098c9f
BBC Earth,mitv://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
Discovery Asia,mitv://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
Discovery科学频道,mitv://generationnexxxt.com:19806/39e1494bd82c449892c6f92a6c8dc213
DMAX,mitv://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
EVE,mitv://generationnexxxt.com:19806/f21130546932443d98f6ec02aa4ec99a
历史频道,mitv://generationnexxxt.com:19806/e6f506b509c94bacb4a371cdbcbe7719
罪案侦缉频道,mitv://generationnexxxt.com:19806/ef7b4ee3be374092a4a0074a6be41e03
BBC Lifestyle,mitv://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
Lifetime,mitv://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
HGTV居家乐活频道,mitv://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
Love Nature,mitv://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
VIUTV,mitv://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
VIUTV6,P2p://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
VIUTV,P2p://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
VIUTV6,mitv://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
Nick Jr.,mitv://generationnxxxt.com:19806/acebbded37714fa4a5554c025873a92c
TRACE Urban,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv082
Mezzo Live,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv083
國會頻道1台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv084
國會頻道2台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv085
Mezzo Live,mitv://generationnexxxt.com:19806/1c1e90cd01934a5f917ec4fad5c97665
CLASSICA 古典乐,mitv://generationnexxxt.com:19806/133be9054bcd4fa68d2e34205004a51a
tvN,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
France24,mitv://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
Sky Sports Golf,P2p://generationnexxxt.com:19806/65791ef9000e6a67316403ad31ad3930
Sky Sports Football,P2p://generationnexxxt.com:19806/65791ef900094e3c3164026476a47cd3
Astro SuperSport,P2p://generationnexxxt.com:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
Astro SuperSport 2,P2p://generationnexxxt.com:19806/650d4fca00064e791dd4dbcd16fd08c0
Astro SuperSport 3,P2p://generationnexxxt.com:19806/5b9b9986c20244908be60c3f18a3e435
Astro SuperSport 4,P2p://generationnexxxt.com:19806/c7f1be20958243f68c943016c446501e
beIN Sports 3,P2p://generationnexxxt.com:19806/65a52dc1000d76fbdd7dd8ab186b4afd
J Sports 2,P2p://generationnexxxt.com:19806/1dec0300cce54ba5853fd5aadc349595
J Sports 3,P2p://generationnexxxt.com:19806/1a9fd30d67f8480490d1fe07440658b5
J Sports 4,P2p://generationnexxxt.com:19806/f7915841f9c04692b3c336849b8ed00c
Skynet Sports HD,P2p://generationnexxxt.com:19806/64f03b7d000cf732ac3d879228791c70
Skynet Sports 2,P2p://generationnexxxt.com:19806/64f03b7e0004ca5cac3d89676c3c51df
Skynet Sports 5,P2p://generationnexxxt.com:19806/64f03b7f0003688dac3d8cf1521c6e9f
Skynet Sports 6,P2p://generationnexxxt.com:19806/64f03b7e000b23c7ac3d8b0d775b55a1
Fight Sports,P2p://generationnexxxt.com:19806/7375a5f151c047b294a8e8c6ddad178d
ESPN,P2p://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
beIN Sports 2,P2p://generationnexxxt.com:19806/65619d35000372e967236fc35ab64b39
NBA,P2p://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
Eurosport HD,P2p://generationnexxxt.com:19806/65159769000b9a153e2ca23c14c042d2
Arena Bola,P2p://generationnexxxt.com:19806/6597c3de0009a0efa91838f96fd623b1
Sky Sports F1,P2p://generationnexxxt.com:19806/65791ef90003eb94316400fd79094faa
Sky Sports Arena,P2p://generationnexxxt.com:19806/65791ef8000e15953163ffb52b633954
Sky Sports Main Event,P2p://generationnexxxt.com:19806/65791ef800079cd23163fe0f44d92213
Sky Sports Cricket,P2p://generationnexxxt.com:19806/65791ef8000290523163fcb71a5c79e1
Sky Sports Mix,P2p://generationnexxxt.com:19806/65791ef7000cb6683163fb6f54195e6f
Golf Channel,P2p://generationnexxxt.com:19806/65619e930003f0fc6728c71226a25f2d
HITS Movies,P2p://generationnexxxt.com:19806/72b44f288c8c4c5baa031ec11d9e0e35
inemaWorld,mitv://generationnexxxt.com:19806/e262f40881b2461f9a270b4d9d0b54c3
TechStorm HD,mitv://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
DMAX HD,mitv://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
BBC Lifestyle,mitv://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
Lifetime HD,mitv://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
9806/c2da55d84a72418c8f1876c25ec97a1d
Smart知识台,mitv://generationnexxxt.com:19806/65939c760002de7398de3a2e3f1b051b
WARNER HD,mitv://generationnexxxt.com:19806/cd2062a6c5a94d548f3516d96e23deec
高点综合,mitv://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
HITS HD,mitv://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
CINEMAX HD,mitv://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
JET综合台,mitv://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
tvN HD,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
ELTV生活英语台,mitv://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
Nick Jr.,mitv://generationnexxxt.com:19806/acebbded37714fa4a5554c025873a92c
Mezzo Live,mitv://generationnexxxt.com:19806/1c1e90cd01934a5f917ec4fad5c97665
TRACE Sport Stars,mitv://generationnexxxt.com:19806/b0cb233f10e84f29910fa38e15a07035
DMAX HD,mitv://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
BBC Lifestyle,mitv://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
Lifetime HD,mitv://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c

🇨🇳港台影视,#genre#

影迷数位电影台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv011
视纳华仁纪实频道,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv013
CATCHPLAY電影台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv076
TRACE Sport Stars,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv077
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8
金马影院,http://pull.kktv8.com/livekktv/128600025.flv
好人影视,https://ali.hlspull.yximgs.com/live/1234566.flv
凤凰电影,http://111.224.101.19:4022/rtp/239.254.201.1:5214
凤凰电影,http://ali.hlspull.yximgs.com/live/75fcb284f53afdf42a0863ea89e31e81.flv
凤凰电影,http://211.94.115.194:9900/bysid/509
中国电影,http://171.108.239.90:8181/tsfile/live/1013_1.m3u8
星河频道,http://171.108.239.90:8181/tsfile/live/1005_1.m3u8
天映频道,https://lsj.37o.xyz/histar.php?id=celestial
天映经典,https://lsj.37o.xyz/histar.php?id=cccm
天映经典,http://171.108.239.90:8181/tsfile/live/1009_1.m3u8
天映经典,http://171.108.239.74:8181/tsfile/live/1009_1.m3u8
龙祥时代,http://171.108.239.77:8181/tsfile/live/1011_1.m3u8
东森电影,http://171.108.239.76:8181/tsfile/live/1010_1.m3u8
东森电影,http://171.108.239.77:8181/tsfile/live/1010_1.m3u8
东森电影,https://lsj.37o.xyz/histar.php?id=ebc-movie
东森电影,mitv://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
天映经典,p2p://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
天映经典,http://171.108.239.74:8181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
天映频道,P2p://135.148.104.228:19806/65e1b0870000c6d7c9dccba555040378
天映频道,http://210.210.155.37/dr9445/h/h14/index.m3u8
天映频道,p2p://generationnexxxt.com:19806/65e1b0870000c6d7c9dccba555040378
天映频道,http://8.134.236.66:45678/ali.hlspull.yximgs.com?id=20
天映频道,p2p://generationnexxxt.com:19806/65e1b0870000c6d7c9dccba555040378
天映经典,p2p://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
东森电影,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
东森电影,http://171.108.239.90:8181/tsfile/live/1010_1.m3u8
龙华洋片,https://s2-10623-kwimgs.52520.xyz/Smartv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=lunghuawestern_twn
龙华洋片,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbjbvbjjjfjvjhslcfvxcvxsjbcvjfdvsfcbjbnjtyxty.flv
东森洋片,http://171.108.239.90:8181/tsfile/live/1016_1.m3u8
东森洋片,P2p://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce1
东森超视,http://171.108.239.90:8181/tsfile/live/1023_1.m3u8
龙祥时代,http://171.108.239.90:8181/tsfile/live/1011_1.m3u8
私人影院,http://171.108.239.90:8181/tsfile/live/1014_1.m3u8
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
靖洋戏剧台,mitv://generationnexxxt.com:19806/84a559f1b4884854be933d5d4fc0d4a6
靖洋戏剧台,mitv://135.148.104.228:19806/84a559f1b4884854be933d5d4fc0d4a6
靖天戏剧台,mitv://generationnexxxt.com:19806/1282202787324223b35e3c84d9e673c6
龙祥电影,P2p://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a#mitv://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a
东森洋片,P2p://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce1
龙华偶像台,mitv://generationnexxxt.com:19806/5b720b1e1b404f129e7009363d3035f8
好莱坞电影,mitv://generationnexxxt.com:19806/9862f4958472458ca2ebc718bb92a5c6
私人影院,mitv://generationnexxxt.com:19806/3cfadd5e9af14d6db652b3c23acd7a7d
美亚电影台,mitv://generationnexxxt.com:19806/a850e570b868424c94319a2652ca7c62
AMC电影台,mitv://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc
HBO Family,mitv://generationnexxxt.com:19806/8a0208ebdfa04b5eab112f0c8b01719c
EYE TV戏剧台,mitv://generationnexxxt.com:19806/2831986ed4b448c9b626788fbd3f2f89
采昌影剧台,mitv://generationnexxxt.com:19806/a0d691053f9b4876ab2b509a62296911
采昌影剧台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=4gtv-4gtv049
数位电影台,mitv://generationnexxxt.com:19806/bc069c037478448a9e41dbc3e1d5d0f6
壹电视电影台,mitv://generationnexxxt.com:19806/1be1329b6d124745a87a16de445d2352
靖天映画,mitv://generationnexxxt.com:19806/b723859f3ed94e5ba712148b209eefd0
靖天映画,p2p://generationnexxxt.com:19806/b723859f3ed94e5ba712148b209eefd0
东森电影,http://171.108.239.76:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
靖天电影,mitv://generationnexxxt.com:19806/d8c581e0e1a24823a3d2110e3584ef8
东森电影,mitv://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
东森电影,http://171.108.239.48:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0#http://171.108.239.95:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
东森电影,mitv://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
东森戏剧台,mitv://generationnexxxt.com:19806/4fae332a68a04f3fa77a158ac1fa4bce
东森洋片,mitv://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce
纬来戏剧台,mitv://generationnexxxt.com:19806/69036778f8fc40729301e9e88aeee556
纬来电影台,mitv://generationnexxxt.com:19806/429796f5f00946fa933e400729286c7e
靖天戏剧台,mitv://generationnexxxt.com:19806/1282202787324223b35e3c84d9e673c6
CINEMAX HD,mitv://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
HBO强档钜献,mitv://generationnexxxt.com:19806/563a5981b8ad4df085b59ce98bbecb95
